trade_date,ticker,open,high,low,close,volume,turnover,ret_1,ret_5,ret_20,vol_10,vol_20,sma_5,sma_10,sma_20,ema_12,ema_26,ma_gap_5_20,ema_gap_12_26,macd,macd_signal,macd_hist,rsi,kdj_k,kdj_d,atr,pdi,mdi,adx,bb_mid,bb_up,bb_dn,bb_bw,bb_pb,obv,vpt,mfi,cci,vwap_win,z_close_20,z_turnover_20,stock_name,currency_code,currency_name,anon_id,alpha_signal,risk_score
2023/12/20,920023.SH,3.78,3.93,3.78,3.86,211338.0,81784030.24,0.013123359580052396,0.09659090909090895,0.237179487179487,0.03362095092964338,0.08161542087702334,3.8260000000000005,3.6729999999999996,3.554,3.6499405031680867,3.3950880713667595,0.07653348339898725,0.07506504292206229,0.2548524318013272,0.24021619138348108,0.014636240417846141,63.69637914126452,82.35858043766139,76.03636267022904,0.24090534499097935,32.28789939102481,12.01340094103003,42.43591323900834,3.554,4.146813097376452,2.961186902623548,0.33360331872619686,0.7580914636959194,1599105.0,176106.24235234098,78.32140567703777,42.10096750607884,379.57925923130574,1.0323658547836778,0.12819508905525762,田野股份,CNY,人民币,A0001,,
2023/12/21,920023.SH,3.86,3.95,3.25,3.42,273620.0,101609346.8,-0.11398963730569944,-0.07816711590296499,0.125,0.05059647982540492,0.08612343735487472,3.768,3.652,3.5729999999999995,3.614565041142227,3.3969333994136663,0.054575986565911005,0.06406709114936593,0.21763164172856087,0.23569928145249705,-0.018067639723936185,50.91038849413612,62.88694094905126,71.65322209650311,0.27369782034876655,26.389441860401963,23.650483891139594,39.79574409553534,3.5729999999999995,4.118955463770684,3.0270445362293157,0.3056005954495853,0.3598786804483159,1325485.0,144916.3977927555,72.92640380169806,-3.9150694144208273,381.12492977250946,-0.5604852782067358,0.5815763873259412,田野股份,CNY,人民币,A0001,,
2023/12/22,920023.SH,3.42,3.49,3.31,3.45,135777.0,46179033.65,0.00877192982456143,-0.09210526315789469,0.029850746268656803,0.05075129099947417,0.08332010924665853,3.6979999999999995,3.6369999999999996,3.5780000000000003,3.589247342504961,3.4008642587163576,0.033538289547232925,0.05539270886974723,0.18838308378860358,0.22623604191971836,-0.03785295813111478,51.623418934233406,51.314298660869866,64.87358095129204,0.2670051188952832,25.11870658265427,22.511638121863562,37.34415846231041,3.5780000000000003,4.117145522782906,3.0388544772170953,0.30136697751979047,0.38129364467379484,1461262.0,146107.42410854498,71.70993637615419,-24.324631531087704,377.0197574645117,-0.4748254213048198,-0.727759233730448,田野股份,CNY,人民币,A0001,,
2023/12/25,920023.SH,3.43,3.57,3.4,3.57,148154.0,52032496.79,0.03478260869565197,-0.09620253164556969,-0.14593301435406691,0.0483477949896151,0.06131418072521265,3.622,3.654,3.5474999999999994,3.5862862128888136,3.4133928321447757,0.021000704721635177,0.05065147471918774,0.17289338074403782,0.21556750968458227,-0.042674128940544453,54.47208111094641,49.23300661898366,59.66005617385592,0.2600761818313344,26.14308222484526,21.46057837528991,35.37932117973051,3.5474999999999994,4.006279846297144,3.0887201537028557,0.2586496666932454,0.5245215653887151,1609416.0,151260.6067172406,70.365133772764,-7.557449800079117,370.03782325988954,0.09808626155486153,-0.5676349445582147,田野股份,CNY,人民币,A0001,,
2023/12/26,920023.SH,3.57,3.7,3.47,3.64,155055.0,56203931.02,0.019607843137255054,-0.044619422572178435,-0.04960835509138384,0.04847062107225319,0.05872033650437473,3.5879999999999996,3.6729999999999996,3.5379999999999994,3.5945498724443805,3.4301785482821994,0.014132278123233588,0.047919174424461586,0.16437132416218114,0.20532827258010206,-0.04095694841792091,56.09616952169476,51.131863567585356,56.81732530509906,0.25792788312909626,28.078033688110477,20.09365890749262,34.036143034403864,3.5379999999999994,3.979700064940487,3.0962999350595117,0.24968912659157022,0.6154629669499185,1764471.0,154300.90083488767,69.57238603650028,12.490401842846252,365.61613961452207,0.4618518677996742,-0.3452731890709059,田野股份,CNY,人民币,A0001,,
2023/12/27,920023.SH,3.59,3.67,3.52,3.62,121370.0,43723335.89,-0.005494505494505475,-0.062176165803108696,0.10365853658536595,0.04834031532527428,0.04823441577829208,3.54,3.6830000000000007,3.5549999999999997,3.5984652766837066,3.4442393965575917,-0.00421940928270037,0.044777921151549105,0.15422588012611493,0.19510779408930465,-0.040881913963189714,55.487136528112075,51.458801063836255,55.03115055801146,0.2502187486198751,26.875741386318268,19.233254945888053,32.78890618517198,3.5549999999999997,3.980774835478009,3.1292251645219906,0.23953577242082089,0.5763314251851288,1643101.0,153634.03270301953,64.14655146465407,12.50696668272534,359.4205878226712,0.30532570074051546,-0.7381746946057159,田野股份,CNY,人民币,A0001,,
2023/12/28,920023.SH,3.6,4.21,3.55,3.86,379874.0,146621828.72,0.0662983425414363,0.1286549707602338,0.16265060240963858,0.049890486237707095,0.05007912062467564,3.628,3.6980000000000004,3.582,3.6387013879631365,3.4750364782940664,0.012841987716359693,0.04709732133500211,0.1636649096690701,0.18881921720525774,-0.025154307536187637,60.96407672560483,55.486422931446384,55.1829080158231,0.27948883800416974,36.14317274012653,15.989080342061394,33.20823760557544,3.582,4.013477266584182,3.1505227334158175,0.24091416336358593,0.8221490696379035,2022975.0,178819.0492776051,67.2420296344436,69.08000116492414,366.6769046616253,1.2885962785516145,2.537578708142805,田野股份,CNY,人民币,A0001,,
2023/12/29,920023.SH,3.85,3.96,3.74,3.91,243021.0,94002145.34,0.012953367875647714,0.1333333333333333,0.2142857142857142,0.049535915149091045,0.04923844196315286,3.72,3.7089999999999996,3.6165,3.680439635968808,3.5072559984204315,0.028618830360846115,0.049378670284226045,0.17318363754837662,0.18569210127388153,-0.012508463725504904,62.012734883458144,59.90761528763093,56.75781043975905,0.27523963528958617,34.07964674227538,15.076214080850619,33.59761678166437,3.6165,4.036288167130957,3.1967118328690427,0.23215162014707985,0.84958107800647,2265996.0,181966.9896921129,63.82719055207119,62.90920290503007,374.79091391289904,1.3983243120258801,0.7544470304227837,田野股份,CNY,人民币,A0001,,
2024/01/02,920023.SH,3.85,4.09,3.84,4.06,300188.0,119076659.35,0.038363171355498604,0.13725490196078427,0.3096774193548386,0.04944874181504859,0.04823789919480011,3.818,3.72,3.6644999999999994,3.7388335381274533,3.548199998537436,0.04188838859325994,0.05372683041220783,0.19063353959001716,0.18668038893710867,0.003953150652908494,65.04639804816523,68.06341019175395,60.526343690424014,0.27343680419747285,35.24995850448626,14.091642492630212,34.260736441681466,3.6644999999999994,4.05407331584833,3.2749266841516684,0.21262017511165565,1.0076066351448678,2566184.0,193483.15337497732,69.28398333142144,80.91038738030778,383.18035421189353,2.0304265405794713,1.4336146042676345,田野股份,CNY,人民币,A0001,,
2024/01/03,920023.SH,4.01,4.18,3.9,4.08,290305.0,118284176.67,0.0049261083743843415,0.1208791208791209,0.1657142857142857,0.047489213383794394,0.040040741578030996,3.906,3.747,3.6934999999999993,3.791320686107845,3.587592591238367,0.05753350480573993,0.05678685349251289,0.20372809486947796,0.19008993012358252,0.013638164745895437,65.44266963623551,74.19505123894709,65.0825795399317,0.27390560389765334,35.02308462403874,13.062700967366961,35.0756252198186,3.6934999999999993,4.116435854287758,3.2705641457122403,0.2290163012252654,0.9569250822336671,2856489.0,194913.22726660297,71.11285860669977,87.9656949525947,390.86347185781995,1.8277003289346674,1.324086349496074,田野股份,CNY,人民币,A0001,,
