ticker,trade_date,vol_pred
688125.SH,2024-03-29,0.0
688627.SH,2024-03-29,0.0
688679.SH,2024-03-29,0.0
920023.SH,2024-03-29,0.0
300086.SZ,2024-04-01,0.0
300189.SZ,2024-04-01,0.0
300236.SZ,2024-04-01,0.0
300321.SZ,2024-04-01,0.0
300344.SZ,2024-04-01,0.0
300391.SZ,2024-04-01,0.0
688125.SH,2024-04-01,0.0
688627.SH,2024-04-01,0.0
688679.SH,2024-04-01,0.0
920023.SH,2024-04-01,0.0
300086.SZ,2024-04-02,0.0
300189.SZ,2024-04-02,0.0
300236.SZ,2024-04-02,0.0
300321.SZ,2024-04-02,0.0
300344.SZ,2024-04-02,0.0
300391.SZ,2024-04-02,0.0
688125.SH,2024-04-02,0.0
688627.SH,2024-04-02,0.0
688679.SH,2024-04-02,0.0
920023.SH,2024-04-02,0.0
300086.SZ,2024-04-03,0.0
300189.SZ,2024-04-03,0.0
300236.SZ,2024-04-03,0.0
300321.SZ,2024-04-03,0.0
300344.SZ,2024-04-03,0.0
300391.SZ,2024-04-03,0.0
688125.SH,2024-04-03,0.0
688627.SH,2024-04-03,0.0
688679.SH,2024-04-03,0.0
920023.SH,2024-04-03,0.0
300086.SZ,2024-04-08,0.0
300189.SZ,2024-04-08,0.0
300236.SZ,2024-04-08,0.0
300321.SZ,2024-04-08,0.0
300344.SZ,2024-04-08,0.0
300391.SZ,2024-04-08,0.0
688125.SH,2024-04-08,0.0
688627.SH,2024-04-08,0.0
688679.SH,2024-04-08,0.0
920023.SH,2024-04-08,0.0
300086.SZ,2024-04-09,0.0
300189.SZ,2024-04-09,0.0
300236.SZ,2024-04-09,0.0
300321.SZ,2024-04-09,0.0
300344.SZ,2024-04-09,0.0
300391.SZ,2024-04-09,0.0
688125.SH,2024-04-09,0.0
688627.SH,2024-04-09,0.0
688679.SH,2024-04-09,0.0
920023.SH,2024-04-09,0.0
300086.SZ,2024-04-10,0.0
300189.SZ,2024-04-10,0.0
300236.SZ,2024-04-10,0.0
300321.SZ,2024-04-10,0.0
300344.SZ,2024-04-10,0.0
300391.SZ,2024-04-10,0.0
688125.SH,2024-04-10,0.0
688627.SH,2024-04-10,0.0
688679.SH,2024-04-10,0.0
920023.SH,2024-04-10,0.0
300086.SZ,2024-04-11,0.0
300189.SZ,2024-04-11,0.0
300236.SZ,2024-04-11,0.0
300321.SZ,2024-04-11,0.0
300344.SZ,2024-04-11,0.0
300391.SZ,2024-04-11,0.0
688125.SH,2024-04-11,0.0
688627.SH,2024-04-11,0.0
688679.SH,2024-04-11,0.0
920023.SH,2024-04-11,0.0
300086.SZ,2024-04-12,0.0
300189.SZ,2024-04-12,0.0
300236.SZ,2024-04-12,0.0
300321.SZ,2024-04-12,0.0
300344.SZ,2024-04-12,0.0
300391.SZ,2024-04-12,0.0
688125.SH,2024-04-12,0.0
688627.SH,2024-04-12,0.0
688679.SH,2024-04-12,0.0
920023.SH,2024-04-12,0.0
300086.SZ,2024-04-15,0.0
300189.SZ,2024-04-15,0.0
300236.SZ,2024-04-15,0.0
300321.SZ,2024-04-15,0.0
300344.SZ,2024-04-15,0.0
300391.SZ,2024-04-15,0.0
688125.SH,2024-04-15,0.0
688627.SH,2024-04-15,0.0
688679.SH,2024-04-15,0.0
920023.SH,2024-04-15,0.0
300086.SZ,2024-04-16,0.0
300189.SZ,2024-04-16,0.0
300236.SZ,2024-04-16,0.0
300321.SZ,2024-04-16,0.0
300344.SZ,2024-04-16,0.0
300391.SZ,2024-04-16,0.0
688125.SH,2024-04-16,0.0
688627.SH,2024-04-16,0.0
688679.SH,2024-04-16,0.0
920023.SH,2024-04-16,0.0
300086.SZ,2024-04-17,0.0
300189.SZ,2024-04-17,0.0
300236.SZ,2024-04-17,0.0
300321.SZ,2024-04-17,0.0
300344.SZ,2024-04-17,0.0
300391.SZ,2024-04-17,0.0
688125.SH,2024-04-17,0.0
688627.SH,2024-04-17,0.0
688679.SH,2024-04-17,0.0
920023.SH,2024-04-17,0.0
300086.SZ,2024-04-18,0.0
300189.SZ,2024-04-18,0.0
300236.SZ,2024-04-18,0.0
300321.SZ,2024-04-18,0.0
300344.SZ,2024-04-18,0.0
300391.SZ,2024-04-18,0.0
688125.SH,2024-04-18,0.0
688627.SH,2024-04-18,0.0
688679.SH,2024-04-18,0.0
920023.SH,2024-04-18,0.0
300086.SZ,2024-04-19,0.0
300189.SZ,2024-04-19,0.0
300236.SZ,2024-04-19,0.0
300321.SZ,2024-04-19,0.0
300344.SZ,2024-04-19,0.0
300391.SZ,2024-04-19,0.0
688125.SH,2024-04-19,0.0
688627.SH,2024-04-19,0.0
688679.SH,2024-04-19,0.0
920023.SH,2024-04-19,0.0
300086.SZ,2024-04-22,0.0
300189.SZ,2024-04-22,0.0
300236.SZ,2024-04-22,0.0
300321.SZ,2024-04-22,0.0
300344.SZ,2024-04-22,0.0
300391.SZ,2024-04-22,0.0
688125.SH,2024-04-22,0.0
688627.SH,2024-04-22,0.0
688679.SH,2024-04-22,0.0
920023.SH,2024-04-22,0.0
300086.SZ,2024-04-23,0.0
300189.SZ,2024-04-23,0.0
300236.SZ,2024-04-23,0.0
300321.SZ,2024-04-23,0.0
300344.SZ,2024-04-23,0.0
300391.SZ,2024-04-23,0.0
688125.SH,2024-04-23,0.0
688627.SH,2024-04-23,0.0
688679.SH,2024-04-23,0.0
920023.SH,2024-04-23,0.0
300086.SZ,2024-04-24,0.0
300189.SZ,2024-04-24,0.0
300236.SZ,2024-04-24,0.0
300321.SZ,2024-04-24,0.0
300344.SZ,2024-04-24,0.0
300391.SZ,2024-04-24,0.0
688125.SH,2024-04-24,0.0
688627.SH,2024-04-24,0.0
688679.SH,2024-04-24,0.0
920023.SH,2024-04-24,0.0
300086.SZ,2024-04-25,0.0
300189.SZ,2024-04-25,0.0
300236.SZ,2024-04-25,0.0
300321.SZ,2024-04-25,0.0
300344.SZ,2024-04-25,0.0
300391.SZ,2024-04-25,0.0
688125.SH,2024-04-25,0.0
688627.SH,2024-04-25,0.0
688679.SH,2024-04-25,0.0
920023.SH,2024-04-25,0.0
300086.SZ,2024-04-26,0.0
300189.SZ,2024-04-26,0.0
300236.SZ,2024-04-26,0.0
300321.SZ,2024-04-26,0.0
300344.SZ,2024-04-26,0.0
300391.SZ,2024-04-26,0.0
688125.SH,2024-04-26,0.0
688627.SH,2024-04-26,0.0
688679.SH,2024-04-26,0.0
920023.SH,2024-04-26,0.0
300086.SZ,2024-04-29,0.0
300189.SZ,2024-04-29,0.0
300236.SZ,2024-04-29,0.0
300321.SZ,2024-04-29,0.0
300344.SZ,2024-04-29,0.0
300391.SZ,2024-04-29,0.0
688125.SH,2024-04-29,0.0
688627.SH,2024-04-29,0.0
688679.SH,2024-04-29,0.0
920023.SH,2024-04-29,0.0
300086.SZ,2024-04-30,0.0
300189.SZ,2024-04-30,0.0
300236.SZ,2024-04-30,0.0
300321.SZ,2024-04-30,0.0
300344.SZ,2024-04-30,0.0
300391.SZ,2024-04-30,0.0
688125.SH,2024-04-30,0.0
688627.SH,2024-04-30,0.0
688679.SH,2024-04-30,0.0
920023.SH,2024-04-30,0.0
300086.SZ,2024-05-06,0.0
300189.SZ,2024-05-06,0.0
300236.SZ,2024-05-06,0.0
300321.SZ,2024-05-06,0.0
300344.SZ,2024-05-06,0.0
300391.SZ,2024-05-06,0.0
688125.SH,2024-05-06,0.0
688627.SH,2024-05-06,0.0
688679.SH,2024-05-06,0.0
920023.SH,2024-05-06,0.0
300086.SZ,2024-05-07,0.0
300189.SZ,2024-05-07,0.0
300236.SZ,2024-05-07,0.0
300321.SZ,2024-05-07,0.0
300344.SZ,2024-05-07,0.0
300391.SZ,2024-05-07,0.0
688125.SH,2024-05-07,0.0
688627.SH,2024-05-07,0.0
688679.SH,2024-05-07,0.0
920023.SH,2024-05-07,0.0
300086.SZ,2024-05-08,0.0
300189.SZ,2024-05-08,0.0
300236.SZ,2024-05-08,0.0
300321.SZ,2024-05-08,0.0
300344.SZ,2024-05-08,0.0
300391.SZ,2024-05-08,0.0
688125.SH,2024-05-08,0.0
688627.SH,2024-05-08,0.0
688679.SH,2024-05-08,0.0
920023.SH,2024-05-08,0.0
300086.SZ,2024-05-09,0.0
300189.SZ,2024-05-09,0.0
300236.SZ,2024-05-09,0.0
300321.SZ,2024-05-09,0.0
300344.SZ,2024-05-09,0.0
300391.SZ,2024-05-09,0.0
688125.SH,2024-05-09,0.0
688627.SH,2024-05-09,0.0
688679.SH,2024-05-09,0.0
920023.SH,2024-05-09,0.0
300086.SZ,2024-05-10,0.0
300189.SZ,2024-05-10,0.0
300236.SZ,2024-05-10,0.0
300321.SZ,2024-05-10,0.0
300344.SZ,2024-05-10,0.0
300391.SZ,2024-05-10,0.0
688125.SH,2024-05-10,0.0
688627.SH,2024-05-10,0.0
688679.SH,2024-05-10,0.0
920023.SH,2024-05-10,0.0
300086.SZ,2024-05-13,0.0
300189.SZ,2024-05-13,0.0
300236.SZ,2024-05-13,0.0
300321.SZ,2024-05-13,0.0
300344.SZ,2024-05-13,0.0
300391.SZ,2024-05-13,0.0
688125.SH,2024-05-13,0.0
688627.SH,2024-05-13,0.0
688679.SH,2024-05-13,0.0
920023.SH,2024-05-13,0.0
300086.SZ,2024-05-14,0.0
300189.SZ,2024-05-14,0.0
300236.SZ,2024-05-14,0.0
300321.SZ,2024-05-14,0.0
300344.SZ,2024-05-14,0.0
300391.SZ,2024-05-14,0.0
688125.SH,2024-05-14,0.0
688627.SH,2024-05-14,0.0
688679.SH,2024-05-14,0.0
920023.SH,2024-05-14,0.0
300086.SZ,2024-05-15,0.0
300189.SZ,2024-05-15,0.0
300236.SZ,2024-05-15,0.0
300321.SZ,2024-05-15,0.0
300344.SZ,2024-05-15,0.0
300391.SZ,2024-05-15,0.0
688125.SH,2024-05-15,0.0
688627.SH,2024-05-15,0.0
688679.SH,2024-05-15,0.0
920023.SH,2024-05-15,0.0
300086.SZ,2024-05-16,0.0
300189.SZ,2024-05-16,0.0
300236.SZ,2024-05-16,0.0
300321.SZ,2024-05-16,0.0
300344.SZ,2024-05-16,0.0
300391.SZ,2024-05-16,0.0
688125.SH,2024-05-16,0.0
688627.SH,2024-05-16,0.0
688679.SH,2024-05-16,0.0
920023.SH,2024-05-16,0.0
300086.SZ,2024-05-17,0.0
300189.SZ,2024-05-17,0.0
300236.SZ,2024-05-17,0.0
300321.SZ,2024-05-17,0.0
300344.SZ,2024-05-17,0.0
300391.SZ,2024-05-17,0.0
688125.SH,2024-05-17,0.0
688627.SH,2024-05-17,0.0
688679.SH,2024-05-17,0.0
920023.SH,2024-05-17,0.0
300086.SZ,2024-05-20,0.0
300189.SZ,2024-05-20,0.0
300236.SZ,2024-05-20,0.0
300321.SZ,2024-05-20,0.0
300344.SZ,2024-05-20,0.0
300391.SZ,2024-05-20,0.0
688125.SH,2024-05-20,0.0
688627.SH,2024-05-20,0.0
688679.SH,2024-05-20,0.0
920023.SH,2024-05-20,0.0
300086.SZ,2024-05-21,0.0
300189.SZ,2024-05-21,0.0
300236.SZ,2024-05-21,0.0
300321.SZ,2024-05-21,0.0
300344.SZ,2024-05-21,0.0
300391.SZ,2024-05-21,0.0
688125.SH,2024-05-21,0.0
688627.SH,2024-05-21,0.0
688679.SH,2024-05-21,0.0
920023.SH,2024-05-21,0.0
300086.SZ,2024-05-22,0.0
300189.SZ,2024-05-22,0.0
300236.SZ,2024-05-22,0.0
300321.SZ,2024-05-22,0.0
300344.SZ,2024-05-22,0.0
300391.SZ,2024-05-22,0.0
688125.SH,2024-05-22,0.0
688627.SH,2024-05-22,0.0
688679.SH,2024-05-22,0.0
920023.SH,2024-05-22,0.0
300086.SZ,2024-05-23,0.0
300189.SZ,2024-05-23,0.0
300236.SZ,2024-05-23,0.0
300321.SZ,2024-05-23,0.0
300344.SZ,2024-05-23,0.0
300391.SZ,2024-05-23,0.0
688125.SH,2024-05-23,0.0
688627.SH,2024-05-23,0.0
688679.SH,2024-05-23,0.0
920023.SH,2024-05-23,0.0
300086.SZ,2024-05-24,0.0
300189.SZ,2024-05-24,0.0
300236.SZ,2024-05-24,0.0
300321.SZ,2024-05-24,0.0
300344.SZ,2024-05-24,0.0
300391.SZ,2024-05-24,0.0
688125.SH,2024-05-24,0.0
688627.SH,2024-05-24,0.0
688679.SH,2024-05-24,0.0
920023.SH,2024-05-24,0.0
300086.SZ,2024-05-27,0.0
300189.SZ,2024-05-27,0.0
300236.SZ,2024-05-27,0.0
300321.SZ,2024-05-27,0.0
300344.SZ,2024-05-27,0.0
300391.SZ,2024-05-27,0.0
688125.SH,2024-05-27,0.0
688627.SH,2024-05-27,0.0
688679.SH,2024-05-27,0.0
920023.SH,2024-05-27,0.0
300086.SZ,2024-05-28,0.0
300189.SZ,2024-05-28,0.0
300236.SZ,2024-05-28,0.0
300321.SZ,2024-05-28,0.0
300344.SZ,2024-05-28,0.0
300391.SZ,2024-05-28,0.0
688125.SH,2024-05-28,0.0
688627.SH,2024-05-28,0.0
688679.SH,2024-05-28,0.0
920023.SH,2024-05-28,0.0
300086.SZ,2024-05-29,0.0
300189.SZ,2024-05-29,0.0
300236.SZ,2024-05-29,0.0
300321.SZ,2024-05-29,0.0
300344.SZ,2024-05-29,0.0
300391.SZ,2024-05-29,0.0
688125.SH,2024-05-29,0.0
688627.SH,2024-05-29,0.0
688679.SH,2024-05-29,0.0
920023.SH,2024-05-29,0.0
300086.SZ,2024-05-30,0.0
300189.SZ,2024-05-30,0.0
300236.SZ,2024-05-30,0.0
300321.SZ,2024-05-30,0.0
300344.SZ,2024-05-30,0.0
300391.SZ,2024-05-30,0.0
688125.SH,2024-05-30,0.0
688627.SH,2024-05-30,0.0
688679.SH,2024-05-30,0.0
920023.SH,2024-05-30,0.0
300086.SZ,2024-05-31,0.0
300189.SZ,2024-05-31,0.0
300236.SZ,2024-05-31,0.0
300321.SZ,2024-05-31,0.0
300344.SZ,2024-05-31,0.0
300391.SZ,2024-05-31,0.0
688125.SH,2024-05-31,0.0
688627.SH,2024-05-31,0.0
688679.SH,2024-05-31,0.0
920023.SH,2024-05-31,0.0
300086.SZ,2024-06-03,0.0
300189.SZ,2024-06-03,0.0
300236.SZ,2024-06-03,0.0
300321.SZ,2024-06-03,0.0
300344.SZ,2024-06-03,0.0
300391.SZ,2024-06-03,0.0
688125.SH,2024-06-03,0.0
688627.SH,2024-06-03,0.0
688679.SH,2024-06-03,0.0
920023.SH,2024-06-03,0.0
300086.SZ,2024-06-04,0.0
300189.SZ,2024-06-04,0.0
300236.SZ,2024-06-04,0.0
300321.SZ,2024-06-04,0.0
300344.SZ,2024-06-04,0.0
300391.SZ,2024-06-04,0.0
688125.SH,2024-06-04,0.0
688627.SH,2024-06-04,0.0
688679.SH,2024-06-04,0.0
920023.SH,2024-06-04,0.0
300086.SZ,2024-06-05,0.0
300189.SZ,2024-06-05,0.0
300236.SZ,2024-06-05,0.13877812631119796
300321.SZ,2024-06-05,0.16106291663265274
300344.SZ,2024-06-05,0.2359316188960924
300391.SZ,2024-06-05,0.20683750903390416
688125.SH,2024-06-05,0.10092571281734376
688627.SH,2024-06-05,0.19536567084400008
688679.SH,2024-06-05,0.10148647292337624
920023.SH,2024-06-05,0.09154573236343864
300086.SZ,2024-06-06,0.14171816015684502
300189.SZ,2024-06-06,0.17324523305747405
300236.SZ,2024-06-06,0.13877812631119796
300321.SZ,2024-06-06,0.17175861826098762
300344.SZ,2024-06-06,0.22200651016705147
300391.SZ,2024-06-06,0.18911932459939895
688125.SH,2024-06-06,0.10754098567024999
688627.SH,2024-06-06,0.18440427334523601
688679.SH,2024-06-06,0.11005381590629636
920023.SH,2024-06-06,0.10885632540794826
300086.SZ,2024-06-07,0.18580478753167456
300189.SZ,2024-06-07,0.1620216173144689
300236.SZ,2024-06-07,0.13983265263525638
300321.SZ,2024-06-07,0.14605577781535822
300344.SZ,2024-06-07,0.23759716486362617
300391.SZ,2024-06-07,0.18823743343649288
688125.SH,2024-06-07,0.12246937552352596
688627.SH,2024-06-07,0.1875557322671004
688679.SH,2024-06-07,0.1653677792516906
920023.SH,2024-06-07,0.10693756703473604
300086.SZ,2024-06-11,0.14897047783118259
300189.SZ,2024-06-11,0.15237293541281186
300236.SZ,2024-06-11,0.1446964942350205
300321.SZ,2024-06-11,0.150855832475471
